,X-cord,Y-cord
0,-23.554032305267008,0.5683276623215441
1,3.2192503160454464,0.8425158680041809
2,-21.106060838909446,0.0658839483115723
3,-37.692050010251485,0.11137219571900847
4,-12.865260202679297,0.896252635961274
5,-41.27937302807803,0.46569262195575956
6,-41.57753626652599,0.08503878842857848
7,-15.685238254538273,0.7623442718083754
8,-1.8319839969160683,0.4642327294090052
9,-10.163244161502675,0.624344365099048
10,-4.50747875931016,0.6240457417883425
11,-21.84268682720908,0.8496974200351143
12,7.963407851146582,0.6680069171112257
13,-7.3157779348838545,0.6438882253442887
14,-18.854288954127526,0.27592645485214884
15,-11.561790394717487,0.16299009668216047
16,11.81402434574942,0.7623913018070121
17,5.37992523999257,0.20793204751461758
18,-40.81281065909901,0.6215988879636404
19,0.11135999248250004,0.43691636601194017
20,-30.03030580110753,0.24553921063976836
21,-8.95722448158889,0.01949137312572946
22,-20.246087965056276,0.61410590158969
23,-23.341825974467305,0.9042749904115029
24,-3.0713572897760617,0.1822397815436999
25,-39.24877784845336,0.00029653540817542456
26,-7.940438969559723,0.807176106228049
27,-2.0061756509330855,0.5237755006135592
28,-28.290126248994447,0.057739694771069106
29,-17.079579065470043,0.37732652917645215
30,-28.444085527291943,0.05272512375049876
31,-41.65927660534596,0.10476920458364103
32,-30.213946869587524,0.41394960310098994
33,-2.0651834999380854,0.5118536910543107
34,-36.31449670167525,0.5379223695749635
35,6.214262803022193,0.6177294565070982
36,7.50232435968415,0.3669506231587688
37,5.239008314252756,0.5195727231089982
38,-39.444153927590676,0.15949062666860492
39,4.909570933620769,0.3559788647598646
40,-38.00862844233754,0.8669091043710381
41,-17.904990023606313,0.07291522934547157
42,-23.157726944642402,0.20151970500741423
43,-20.690141776590682,0.44934424099113357
44,1.8425287110188295,0.26101709348120283
45,8.630772936222789,0.08300323991598246
46,-23.727076235227944,0.3532816889781054
47,-29.935478714226598,0.5251120201630974
48,5.572405908313563,0.3015700158007343
49,-20.15593319522327,0.47735484885634427
50,8.044870118669193,0.9481705740479908
51,-18.834204438281816,0.6173236136426682
52,-17.179102655466515,0.6862808203615162
53,-1.3778412870228547,0.9855373295489536
54,-40.416896993385635,0.7780400533094707
55,1.683471312508095,0.12792922116536343
56,-37.85124505177277,0.7196098919997681
57,1.2883316138637213,0.5175709075710672
58,1.3803992543312433,0.10586267774606695
59,-14.534973631219183,0.9838243172402764
60,-28.92511275344842,0.9354001177490688
61,-39.55130356655514,0.47070658143444044
62,-18.177488711531485,0.05353749074196401
63,-26.717007002141084,0.9561914497095355
64,-35.90046243749958,0.051647375383983785
65,11.444959051248844,0.7411298413356797
66,-36.710653732472075,0.29417112164668036
67,-20.116453942293607,0.42709765654660825
68,-9.217284957522477,0.11528305020716045
69,-12.193085712910051,0.32470882604741136
70,-9.697628529433645,0.018356124617462388
71,10.588890695987219,0.16077609896911882
72,9.107410877954688,0.10531286897652659
73,-8.272519017701175,0.2571499431777011
74,-19.788220376083547,0.20978250077469462
75,-1.1082794352875096,0.22192438408486448
76,-23.199354796419758,0.7655275208385873
77,-39.89082300219312,0.7537872929333371
78,12.07962000130985,0.6076495246666981
79,-33.690316260596276,0.9817793464591826
80,-25.70699503353992,0.2106518687560348
81,-41.986382660955265,0.13126822241898317
82,11.148351394223237,0.3792140063766023
83,11.856769227061559,0.8595475512325617
84,-20.54730613521825,0.932902148923255
85,-20.344532207063132,0.38663397368413543
86,-10.12575793995861,0.5078715317175017
87,-3.7472350182127676,0.05584572182269598
88,-5.879278924407985,0.6765755780183208
89,-10.366736754786281,0.5981888900819324
90,-25.972155796130465,0.33199160674845973
91,-17.376235386662632,0.11255877011870596
92,10.303238340234971,0.6589357855623813
93,-3.2472928438767346,0.3490428379506838
94,-32.17969199433227,0.2638385189667052
95,-13.057385179997045,0.739521107370353
96,1.2083761010306187,0.15157527424248107
97,-6.744975723042168,0.8818827126776568
98,-9.325766161402475,0.34679667459400054
99,-26.490929409969972,0.24465911302449095
100,8.245324181355484,0.5770542172088203
101,-30.891632030861473,0.2645145718087939
102,-37.34857234954324,0.33066012918534693
103,-17.762801741549243,0.7587105997176193
104,-33.432780559575185,0.6801325694412256
105,-27.215879933211966,0.8910240251842012
106,1.878467747243157,0.7214548462657561
107,8.280592906351156,0.8266993599942918
108,7.294959171192963,0.6296336424315625
109,-14.62270762975105,0.09423122551678387
110,0.901966866100856,0.07275614895405791
111,-5.130760690557965,0.6485906557214203
112,-42.28125023081063,0.09944322886233015
113,-6.9500988603221305,0.2480727225735685
114,-12.373304198227432,0.5727109485671776
115,-24.817562622461207,0.8402808031397333
116,8.140689268698033,0.5314110288368462
117,-2.946852452325176,0.04667723631354681
118,-41.150561910486076,0.5136313853022721
119,-22.025534113446106,0.7666315603065093
120,-22.954107965587227,0.16640028066150303
121,-28.146521768217934,0.20545472457685443
122,-2.6285437550776756,0.27106774280824575
123,1.5926728680018045,0.1346579479728126
124,-29.003532138684985,0.4987446551446928
125,6.313106045647984,0.44387417966497955
126,-9.764872722396627,0.9937409709673121
127,-17.075980598007995,0.4383956801866382
128,9.320256684510648,0.6686015334328329
129,-28.665079671606406,0.9931318980071587
130,-23.66294845218398,0.5731294166900531
131,-37.19137704646515,0.19913824180623407
132,-25.25446399443335,0.8053087958306407
133,-32.09212989981251,0.05780114170912609
134,-14.793734738844677,0.4499601404824315
135,7.512711971324829,0.48301240333416784
136,-27.110279007331307,0.8851864428838752
137,9.70051074879852,0.9345888548061309
138,-24.802114873724506,0.454870397628825
139,-5.941549059308875,0.7111851606668521
140,-30.609369156923467,0.8761570441524785
141,-8.527517296969465,0.9326958821828232
142,-10.331525134263899,0.5256203195866754
143,-25.01078900383197,0.18461250975580534
144,0.34181474948639884,0.9974637257670323
145,-27.220561980136008,0.4353010147740056
146,-24.744374473311662,0.11171868124720152
147,-31.205619524723733,0.17421954450014598
148,0.510882444430228,0.724587055349176
149,-17.08328305242588,0.9878901878798327
150,-12.685472808471308,0.7182686544652072
151,14.967985173320118,0.9968958829122826
152,-0.311924404867949,0.24194644396875575
153,-0.1675947351309597,0.8733841240384015
154,-6.594240027481837,0.38835342650648197
155,-22.96145371949163,0.9926777196866088
156,-8.345148102960438,0.0827730128576698
157,-5.300721274403104,0.8458872662334318
158,-34.58417095097565,0.3409093643880179
159,-17.820582022092715,0.8146255705346661
160,-7.47262471112971,0.19961097035317177
161,-36.225075068347245,0.5016452151006695
